name,ra,dec
WIGR22J215823293+033,329.59704166666666,3.540111111111111
APMUKS(BJ)B215539.72,329.6392916666667,-30.16663888888889
WIGR22J215842107+012,329.6754583333333,1.3579444444444444
WIGR22J215850223+011,329.70925,1.1983055555555555
WIGR22J215901965+013,329.7581666666667,1.5886111111111112
WIGR22J215914366+012,329.809875,1.4211666666666667
WIGR22J215918554+004,329.82729166666667,0.8127222222222222
WIGR22J215930866+014,329.878625,1.7664444444444443
WIGR22J215934498+003,329.89375,0.629611111111111
WIGR22J215939284+005,329.91366666666664,0.8961111111111111
WIGR22J215939469+005,329.9145,0.8969166666666666
SDSSJ215952.23+00294,329.9676666666666,0.49672222222222223
WIGR22J220007512+011,330.0312916666667,1.2895833333333333
WIGR22J220009785+003,330.04075,0.5286666666666666
SDSSJ230722.37-00305,346.84320833333334,-0.5151388888888889
SDSSJ231412.76+00204,348.5531666666667,0.3465
RCS10210601147,348.58745833333336,0.24425
RCS10200802853,348.7821666666666,0.8009722222222222
RCS10200902515,348.91795833333333,0.7740277777777779
RCS10211002299,348.99291666666664,0.3284722222222222
RCS10201001719,349.0382916666667,0.7339444444444445
RCS10201101569,349.13991666666664,0.7329166666666667
SDSSJ231659.81+00421,349.24904166666664,0.7052222222222222
RCS10120702107,349.31483333333335,-0.18041666666666664
RCS10100702532,349.415125,0.801861111111111
RCS10120304123,349.65999999999997,-0.06763888888888889
RCS10121002071,349.732625,-0.19705555555555557
RCS10040703450,350.01124999999996,-1.0222222222222221
RCS10001001512,350.36858333333333,0.6924722222222222
RCS10001003238,350.39008333333334,0.7883055555555555
RCS10001001347,350.4267083333333,0.6826666666666666
RCS10010401393,350.47024999999996,0.5278611111111111
WIGR00J233543460-032,353.93108333333333,-3.370222222222222
SDSSJ000848.74+14020,2.2030833333333333,14.034472222222222
SDSSJ014139.67-09130,25.41529166666667,-9.217777777777778
GEMS_N0720_02,25.743750000000002,-16.129166666666666
SDSSJ031706.40-07582,49.27670833333333,-7.973138888888889
SDSSJ032454.62-07535,51.22758333333333,-7.899861111111111
COMBO-1754245,53.122416666666666,-27.636666666666667
[ECD2009]J054.43108-,54.43108333333333,-27.92013888888889
CGF03-68,54.565083333333334,-35.473333333333336
NGC1405,55.078875,-15.530194444444444
AM0358-445,60.117125,-44.81008333333333
2MASXJ04004942+68401,60.20583333333334,68.66947222222223
2MASXJ04484168+19192,72.17370833333334,19.324583333333333
ALFAZOAJ0503+2114,75.92916666666666,21.24111111111111
ALFAZOAJ0629+2151,97.40416666666667,21.859166666666667
NGC2517,120.69608333333333,-12.317833333333333
SDSSJ080532.74+20461,121.38645833333334,20.770611111111112
SDSSJ081452.93+58292,123.72058333333334,58.49122222222222
SDSSJ081516.50+57465,123.81875,57.78186111111111
MCG-04-20-006,124.66479166666667,-25.385805555555557
MCG+10-12-123,124.67825000000002,58.96077777777778
SDSSJ082630.43+11470,126.62683333333332,11.786083333333334
SDSSJ082753.76+60102,126.97404166666666,60.174055555555555
CGCG287-081,128.52437500000002,60.13063888888889
SDSSJ083437.18+59053,128.65491666666668,59.093333333333334
SDSSJ083633.22+05104,129.13841666666664,5.178416666666667
MCG+10-13-006,130.01675,58.88194444444444
SDSSJ084025.18+59433,130.10491666666667,59.727666666666664
SDSSJ084723.07+59132,131.846125,59.223083333333335
SDSSJ084732.08+60191,131.88375,60.32047222222222
ESO432-G012,133.81570833333333,-32.046638888888886
2MASXJ09001894+17224,135.07891666666666,17.37922222222222
SDSSJ090859.62+60034,137.24845833333333,60.06283333333333
SDSSJ091040.39+60233,137.66829166666665,60.39347222222222
SDSSJ091638.90+22554,139.162125,22.929694444444443
SDSSJ091735.89+65223,139.39958333333334,65.37630555555556
SDSSJ092008.26+64050,140.03441666666666,64.08536111111111
SDSSJ092142.21+64151,140.42591666666667,64.25402777777778
SDSSJ092551.72+66100,141.46554166666667,66.169
SDSSJ092601.49+66074,141.50625,66.12986111111111
SDSSJ092636.63+67244,141.652625,67.41127777777778
2MASXJ09264773+13411,141.69875,13.688777777777778
SDSSJ092755.56+14455,141.9815416666667,14.766527777777778
SDSSJ093813.41+07432,144.55587500000001,7.723416666666667
SDSSJ094202.69+00202,145.51125,0.3395
SDSSJ095442.90+09135,148.67879166666668,9.231222222222222
KUG0955+694,149.79604166666667,69.25816666666667
2MASXJ10042961+17042,151.12320833333334,17.07411111111111
SDSSJ100447.73+17495,151.198875,17.832694444444446
SDSSJ101116.21+24035,152.81758333333335,24.065638888888888
SDSSJ101904.56+17110,154.76904166666665,17.18336111111111
MCG+10-15-083,156.98845833333334,60.63413888888889
SDSSJ102910.85+22463,157.29525,22.775694444444444
HE1029-1401:[PWC2011,158.04208333333332,-14.376111111111111
SDSSJ103316.23+18131,158.31766666666667,18.21961111111111
SDSSJ103405.39+15465,158.5225,15.780583333333333
SDSSJ103548.97+08285,158.95408333333333,8.483277777777777
SDSSJ103801.08+03204,159.5045,3.3460277777777776
SDSSJ104436.43+21395,161.15183333333334,21.66636111111111
SDSSJ104455.47+20520,161.23116666666667,20.867638888888887
2MASXJ10460282+19321,161.51154166666666,19.53775
SDSSJ104704.29+17164,161.76791666666665,17.278388888888887
SDSSJ104856.94+12113,162.23729166666666,12.193888888888889
SDSSJ104956.04+32592,162.4835,32.991083333333336
SDSSJ105049.54+28032,162.70641666666666,28.05827777777778
SDSSJ105135.12+04345,162.896375,4.583194444444445
SDSSJ105148.64+19460,162.9525416666667,19.767916666666668
SDSSJ105200.35+27453,163.0015,27.759083333333333
SDSSJ105225.33+21052,163.10554166666668,21.091472222222222
SDSSJ105300.10+17342,163.25041666666667,17.57486111111111
SDSSJ105307.21+64474,163.28004166666668,64.79530555555556
SDSSJ105400.01+09495,163.499875,9.831277777777778
SDSSJ105405.38+64422,163.52245833333333,64.70802777777777
SDSSJ105506.66+17274,163.77745833333333,17.462138888888887
SDSSJ105741.22+19132,164.421625,19.222694444444443
WIGS11J105955269+014,164.98029166666666,1.67775
SDSSJ110306.60+20033,165.7775,20.060166666666667
SDSSJ110312.34+27575,165.80141666666665,27.966666666666665
2MASXJ11042332+19550,166.09725,19.91711111111111
SDSSJ110627.28+18232,166.61404166666668,18.39
2MASXJ11064779+21320,166.6990833333333,21.535833333333333
SDSSJ110909.52+20072,167.29012500000002,20.124583333333334
MCG+03-29-018,169.14695833333334,18.11836111111111
2MASXJ11171696+16193,169.32095833333332,16.327111111111112
LSBCF570-06,169.40916666666666,17.818083333333334
SDSSJ111746.30+17442,169.44291666666666,17.740194444444445
SDSSJ111824.04+19221,169.60020833333334,19.37038888888889
SDSSJ111938.29+17520,169.90941666666666,17.869055555555555
SDSSJ112004.35+18213,170.018125,18.358444444444444
SDSSJ112007.86+18180,170.03275,18.300722222222223
2MASXJ11204503+18131,170.18741666666668,18.219527777777778
SDSSJ112140.32+19364,170.41804166666665,19.61202777777778
SDSSJ112216.18+20515,170.56741666666665,20.865972222222222
SDSSJ112313.90+16271,170.808,16.452805555555557
SDSSJ112559.78+21575,171.49908333333332,21.964166666666667
SDSSJ112631.38+23264,171.63079166666668,23.44613888888889
SDSSJ112712.04+17012,171.80020833333333,17.024361111111112
SDSSJ112743.26+17130,171.93025,17.217555555555556
SDSSJ112800.19+25041,172.00070833333334,25.069805555555554
SDSSJ112806.22+17591,172.02591666666666,17.98713888888889
2MASXJ11291697+19591,172.32070833333333,19.987166666666667
2MASXJ11302618+17195,172.60920833333333,17.332416666666667
SDSSJ113157.79-02552,172.99083333333334,-2.9242777777777778
SDSSJ113206.61+22073,173.02758333333333,22.12538888888889
SDSSJ113319.08+19355,173.329625,19.598083333333335
2MASXJ11362730+63362,174.11391666666668,63.60808333333333
SDSSJ113908.84+19345,174.7867083333333,19.583388888888887
SDSSJ115815.45+20550,179.56441666666666,20.91863888888889
KUG1157+217,179.955875,21.448805555555555
SDSSJ120110.40-01174,180.293375,-1.294861111111111
SDSSJ121058.17+24143,182.74237499999998,24.244055555555555
[YWP2010]J183.048+13,183.048,13.247
[YWP2010]J184.176+28,184.176,28.73
SDSSJ121650.61+18202,184.21087500000002,18.339222222222222
[YWP2010]J184.218+14,184.218,14.516
[YWP2010]J184.533+28,184.533,28.176
[YWP2010]J184.878+14,184.87800000000001,14.879
VCC0469,185.33,16.609305555555554
SDSSJ122122.50+05565,185.34375,5.947694444444444
VCC0489,185.41491666666667,4.3926944444444445
SDSSJ122141.61+15043,185.423375,15.075833333333334
SDSSJ122154.85+04291,185.47854166666667,4.486472222222222
SDSSJ122155.86+17405,185.48279166666669,17.681083333333333
SDSSJ122225.79+04340,185.60750000000002,4.568
SDSSJ122318.44+05362,185.82675,5.607027777777778
VCC0669,185.958,6.059805555555555
SDSSJ122401.94+16502,186.008125,16.83936111111111
SDSSJ122414.09+18412,186.05875,18.68911111111111
SDSSJ122435.32+06015,186.14720833333334,6.0328888888888885
SDSSJ122438.57+03594,186.16070833333333,3.9964444444444442
SDSSJ122525.40+16281,186.355875,16.469527777777778
[YWP2010]J186.427+02,186.427,2.157
SDSSJ122600.09+18132,186.500375,18.22238888888889
[YWP2010]J186.580+01,186.57999999999998,1.021
[YWP2010]J186.742+02,186.742,2.4939999999999998
SDSSJ122712.74+17491,186.803125,17.820805555555555
SDSSJ122726.96+05111,186.862375,5.187916666666666
LSBCF573-06,186.91154166666666,18.434555555555555
[YWP2010]J186.944+01,186.94400000000002,1.601
SDSSCGB01768.01,187.01333333333335,2.9103611111111114
SDSSJ122812.75+25052,187.053125,25.08952777777778
[YWP2010]J187.262+02,187.262,2.722
SDSSJ122928.17+20334,187.36741666666666,20.563555555555556
VCC1224,187.43704166666666,17.2875
[YWP2010]J187.460+02,187.46,2.036
SDSSJ122956.64+12193,187.486,12.325388888888888
[YWP2010]J187.556+02,187.55599999999998,2.625
[YWP2010]J187.559+02,187.559,2.626
SDSSJ123033.43+12295,187.63929166666665,12.498444444444445
SDSSJ123048.60+12024,187.70250000000001,12.045222222222222
SDSSJ123051.65+12140,187.71520833333332,12.23611111111111
SDSSJ123057.08+12233,187.73783333333333,12.394416666666666
[BRS2011]H30772,187.74191666666667,12.267277777777778
SDSSJ123109.18+18131,187.78825,18.219944444444444
SDSSJ123118.71+12154,187.82795833333333,12.262444444444444
IC3448,187.846625,17.20638888888889
SDSSJ123139.08+16511,187.91283333333334,16.853916666666667
SDSSJ123141.17+16505,187.92166666666665,16.84947222222222
SDSSJ123159.07+18205,187.99616666666665,18.34777777777778
SDSSJ123236.49+12205,188.15204166666666,12.34925
[YWP2010]J188.154+02,188.154,2.664
[YWP2010]J188.216+02,188.216,2.629
UGC07707,188.32695833333332,17.45936111111111
[YWP2010]J188.336+01,188.33599999999998,1.5230000000000001
SDSSJ123342.50+23591,188.42708333333331,23.986444444444444
SDSSJ123448.67+17485,188.70279166666666,17.815333333333335
SDSSJ123453.21+24194,188.72212499999998,24.329083333333333
SDSSJ123513.91+10255,188.808,10.430972222222222
